ID,var_rpta_alt,Prob_uno
456460#460652#619686,1,1.0
293985#295313#787783,0,0.04
24156#801124#279218,1,0.99
69865#859825#220517,0,0.04
410686#592094#488248,1,0.25
527756#573819#506523,0,0.4
504022#49387#1055443,0,0.05
15907#729436#350906,0,0.7
277116#877577#202765,1,0.94
514858#726296#354046,0,0.25
253662#478211#602131,0,0.14
541750#871914#208428,1,1.0
622680#137484#950626,0,0.05
435266#1073881#6461,0,0.14
179862#967533#112809,0,0.21
307548#984866#95476,1,0.97
164120#903299#177043,0,0.03
80599#178714#909406,1,1.0
94041#793511#286831,0,0.04
622737#438895#641410,1,0.91
344930#83196#1022054,1,1.0
179305#113319#974495,0,0.21
256068#1027504#52838,0,0.15
625378#621558#458784,0,0.19
338937#632951#447391,1,0.82
144823#283224#799832,0,0.02
539867#406007#673917,1,0.98
487188#42426#1062384,0,0.06
1919#241870#841150,1,1.0
3993#457180#623148,0,0.12
410722#78581#1026548,1,1.0
534788#247215#835784,0,0.13
322226#290236#792818,0,0.12
625439#661121#419221,1,1.0
151808#466879#613463,0,0.26
587131#292515#790551,0,0.19
499021#810580#269762,1,0.36
236673#798814#281528,1,0.22
185253#997550#82792,1,0.27
498422#813329#267013,0,0.09
321780#811734#268608,1,1.0
116719#338987#741658,0,0.09
621105#518904#561438,1,0.22
498531#995808#84534,1,0.87
20777#1080245#97,0,0.14
458238#1016070#64272,1,0.25
469651#555418#524924,0,0.31
371982#124949#962877,0,0.14
194779#971775#108567,1,0.97
256444#512928#567414,1,0.23
465558#904294#176048,0,0.12
160959#170552#917588,0,0.08
494744#812629#267713,1,0.97
16871#563704#516638,0,0.39
477233#478596#601746,1,0.99
412501#304234#778873,0,0.02
593067#879007#201335,0,0.1
131741#551494#528848,1,1.0
141594#87309#1017955,0,0.03
415215#328874#751820,0,0.37
201985#333061#747518,0,0.1
528712#74008#1031041,0,0.1
616357#419936#660056,0,0.12
293465#695512#384830,0,0.11
2062#606075#474267,1,1.0
136755#722393#357949,1,1.0
181576#144134#943969,1,1.0
321730#706200#374142,0,0.06
428107#267126#815885,1,1.0
376396#861016#219326,0,0.38
398079#901303#179039,0,0.01
403127#1001580#78762,0,0.22
112695#331687#748877,0,0.06
344984#268429#814585,1,0.98
250611#1000474#79868,1,1.0
611983#399601#680311,0,0.06
71798#607260#473082,0,0.2
521192#944824#135518,1,0.92
486813#155060#933051,1,0.99
232859#405511#674410,1,0.99
572278#275165#807864,0,0.0
395258#593897#486445,0,0.98
3755#475962#604380,0,0.03
446761#437639#642656,0,0.18
307197#637626#442716,0,0.06
57969#327417#755711,1,0.95
7295#100249#987526,1,1.0
306559#715772#364570,1,0.96
437626#45920#1058912,0,0.04
595766#206754#878548,0,0.29
607511#68935#1036113,0,0.08
381960#346512#734195,1,1.0
343329#386185#693666,1,0.23
306543#523860#556482,0,0.17
396120#309556#773576,0,0.23
467231#517560#562782,0,0.06
51290#9049#1077458,0,0.01
344181#309688#773444,1,0.98
425029#213471#869289,0,0.14
61847#724294#356048,0,0.18
351001#1058727#21615,1,1.0
214514#148153#939945,0,0.13
229371#1077052#3290,1,1.0
601098#909712#170630,0,0.15
220468#737009#343333,1,1.0
102368#212255#870499,1,0.99
211733#709137#371205,0,0.18
424676#308919#774204,1,1.0
455343#1020527#59815,0,0.1
226671#1073149#7193,1,0.99
20631#488439#591903,1,0.98
513127#677619#402723,0,0.26
475934#279784#803263,1,1.0
403852#83138#1022113,1,0.99
603582#884539#195803,0,0.03
187868#605312#475030,0,0.35
598984#609439#470903,0,0.39
90045#888899#191443,0,0.01
530529#789447#290895,0,0.12
210791#869227#211115,0,0.1
149412#925521#154821,1,0.08
213676#872311#208031,1,1.0
567068#104301#983471,0,0.07
340142#427253#652729,1,1.0
366250#745349#334993,1,0.81
486770#24378#1009690,0,0.13
503676#763770#316572,0,0.32
272525#969454#110888,0,0.06
96267#168604#919527,0,0.63
281041#621689#458653,0,0.16
508740#883115#197227,0,0.01
569778#842198#238144,0,0.12
617224#694258#386084,1,0.96
422536#761849#318493,1,0.33
458781#363704#716147,1,0.82
620517#560983#519359,0,0.19
596934#689888#390454,1,0.99
1982#188276#899891,1,0.99
22562#557563#522779,0,0.56
1429#845708#234634,0,0.07
163066#518435#561907,1,0.98
519622#383622#696231,0,0.12
191774#240845#842174,0,0.16
32799#6859#1010265,0,0.12
284029#896580#183762,1,1.0
467288#642384#437958,0,0.36
595667#737379#342963,0,0.42
413979#768025#312317,0,0.34
182842#516679#563663,1,0.65
629085#457874#622464,1,0.89
613009#117221#970599,1,0.79
359386#965779#114563,0,0.15
621594#178971#909152,0,0.07
65840#166282#921840,0,0.06
410686#592133#488209,1,0.25
558837#49430#1055401,0,0.05
296052#536782#543560,1,0.17
172754#709906#370436,1,0.86
608466#909832#170510,0,0.1
92012#993769#86573,1,0.98
256499#42207#1062895,0,0.14
556211#956166#124176,0,0.05
440111#973523#106819,1,0.99
49604#199988#888280,0,0.15
260852#1051722#28620,0,0.22
392861#230123#852709,0,0.1
235281#781901#298441,0,0.09
215403#587894#492448,0,0.17
283894#990589#89753,1,0.99
176483#432752#647338,0,0.03
491655#256391#826595,1,1.0
433607#1060479#19863,1,0.36
500441#967495#112847,1,0.24
561122#189291#898929,1,1.0
499660#443455#636858,1,0.98
105793#39846#1065246,1,0.92
574128#311455#771688,0,0.06
455409#407804#672115,0,0.25
426668#574495#505847,0,0.51
633113#869854#210488,0,0.05
572448#729643#350699,0,0.15
93480#792722#287620,1,0.99
376264#480034#600308,1,0.96
64728#486373#593969,1,0.98
358126#447001#633348,1,1.0
227181#855082#225260,1,1.0
39187#361036#718827,1,0.82
162082#773676#306666,0,0.39
487817#630429#449913,0,0.24
633411#154344#933773,0,0.14
12987#516500#563842,0,0.07
91226#144036#944067,0,0.05
48926#977210#103132,1,0.31
407407#305357#777746,0,0.17
124754#418624#661373,0,0.25
317656#441109#639206,0,0.05
601091#77059#1028022,1,0.99
533912#772071#308271,0,0.25
101206#171526#916607,0,0.02
505955#743324#337018,0,0.77
444261#861522#218820,1,1.0
493176#943645#136697,0,0.05
546308#850486#229856,0,0.21
552669#191431#896808,1,0.98
351346#868594#211748,0,0.19
382660#743128#337214,1,0.99
454545#674399#405943,0,0.07
7490#648284#432058,0,0.22
512171#794002#286340,1,0.19
267901#571559#508783,1,0.82
141365#819331#261011,0,0.06
534896#312276#770869,0,0.19
426668#574330#506012,0,0.59
81935#902196#178146,1,1.0
323218#573154#507188,0,0.26
233789#513820#566522,0,0.25
612446#945856#134486,1,0.32
593980#477373#602969,1,1.0
189409#852375#227967,1,0.96
95364#484366#595976,0,0.02
381707#1046906#33436,0,0.99
105927#500968#579374,0,0.58
194125#976340#104002,1,0.47
344356#869077#211265,0,0.14
634029#1016477#63865,1,0.24
446577#892568#187774,1,0.85
609190#662625#417717,0,0.09
129961#672331#408011,1,1.0
214998#522353#557989,0,0.28
513489#630849#449493,1,1.0
397907#171077#917062,0,0.22
303268#585956#494386,1,0.39
3812#320648#762507,0,0.07
276765#700442#379900,0,0.07
593231#1053706#26636,1,0.98
10105#79265#1025896,1,0.99
489777#274417#808606,0,0.59
357296#130114#957730,0,0.24
270974#668831#411511,0,0.07
518129#36822#1068240,1,0.75
508868#943777#136565,1,0.92
364981#365097#714760,0,0.01
13149#742178#338164,1,0.99
511044#441666#638643,0,0.13
76553#107460#980334,0,0.04
79271#961641#118701,0,0.36
382715#113900#973912,0,0.17
188521#339427#741216,0,0.09
518926#360188#719675,0,0.03
586739#872904#207438,0,0.05
463488#508460#571882,0,0.32
171100#370515#709331,0,0.02
21584#131741#956137,0,0.12
530878#488155#592187,0,0.32
581194#155514#932592,1,0.9
330817#54136#1050810,1,0.26
317923#296383#786721,0,0.16
59691#162417#925695,0,0.15
125638#688047#392295,1,1.0
216746#1036048#44294,1,0.94
44440#784585#295757,1,1.0
55566#855664#224678,1,0.85
150809#857469#222873,1,0.99
396358#986335#94007,1,0.17
629462#421273#658717,0,0.07
458892#69779#1035271,0,0.13
567309#121539#966282,1,0.97
425758#514509#565833,0,0.22
501512#744306#336036,0,0.05
160305#621418#458924,0,0.75
161326#600056#480286,1,0.99
618864#68114#1036925,0,0.11
445839#265048#817940,1,0.14
333795#755497#324845,0,0.87
237449#204063#881187,0,0.07
25795#879407#200935,0,0.03
367890#408921#671001,0,0.2
132688#474181#606161,1,0.98
217302#460004#620337,0,0.22
489664#376182#703670,1,0.99
608552#112699#975113,1,0.82
296842#669281#411061,0,0.08
12599#103761#984011,1,1.0
606383#295156#787937,1,1.0
480458#464043#616299,0,0.06
386758#745032#335310,0,0.24
534700#688601#391741,0,0.03
557221#1030214#50128,1,0.99
94363#831844#248498,1,0.34
381264#982482#97860,1,0.99
195755#1047762#32580,0,0.25
216117#274300#808721,0,0.06
168620#847598#232744,1,0.77
49698#406853#673071,0,0.19
247518#784909#295433,1,1.0
214998#522521#557821,0,0.3
165800#126829#961009,0,0.14
179987#340111#740539,0,0.05
178766#602880#477462,0,0.03
112439#435775#644455,1,0.68
553482#803620#276722,0,0.29
252471#965340#115002,1,0.99
310958#23849#885079,0,0.05
201775#1020314#60028,0,0.35
38188#712111#368231,0,0.08
193961#553007#527335,0,0.34
273661#620067#460275,0,0.41
177233#143148#944954,1,0.64
414320#778323#302019,1,1.0
520819#483300#597042,1,0.79
159647#92089#995673,1,0.89
56807#153645#934462,1,0.99
251819#87643#1017635,0,0.11
471619#362639#717217,0,0.08
473441#1051978#28364,1,0.31
59454#650431#429911,1,1.0
346642#791019#289323,0,0.25
268242#510462#569880,1,1.0
561809#158814#929296,1,0.97
462616#710430#369912,0,0.07
516489#324324#758803,0,0.01
533872#414035#665888,0,0.31
458843#645339#435003,1,0.99
128786#662121#418221,0,0.06
393295#78766#1026374,0,0.0
509746#282809#800241,0,0.22
99969#646364#433978,1,0.11
626289#138912#949185,1,0.99
99517#329499#751200,1,0.63
23597#244283#838713,1,0.99
523992#503571#576771,1,0.51
523992#503628#576714,1,0.6
483899#718051#362291,1,0.6
506709#831495#248847,0,0.09
568904#879748#200594,0,0.03
403633#111873#975935,0,0.29
581514#765716#314626,1,0.97
631969#66893#1038136,1,0.99
580903#668732#411610,0,0.22
528072#1015101#65241,0,0.22
59569#503359#576983,1,1.0
440338#798669#281673,1,0.99
265545#604519#475823,0,0.01
258571#395699#684209,1,0.99
576880#687074#393268,0,0.75
141000#14365#1077925,1,0.28
168473#1078673#1669,0,0.0
83218#347175#733538,0,0.64
170355#111052#976756,1,0.99
204471#93017#994750,1,1.0
422156#1075801#4541,1,0.89
183299#204062#881188,1,0.99
577979#895240#185102,0,0.09
246371#522441#557901,1,0.99
50349#221762#861028,1,1.0
339052#868439#211903,0,0.11
326016#367940#711922,0,0.02
570461#821477#258865,1,0.99
205322#539202#541140,1,0.94
219970#377549#702313,1,1.0
550573#82678#1022574,0,0.03
474298#744767#335575,1,0.98
49414#239818#843206,1,0.81
591439#761110#319232,0,0.07
511383#908443#171899,0,0.04
621581#964190#116152,1,1.0
245041#110154#977645,1,0.98
620793#1071295#9047,1,0.54
375496#730769#349573,1,0.96
343045#668214#412128,1,1.0
364040#956065#124277,0,0.21
268368#745048#335294,0,0.21
39064#816598#263744,0,0.07
427841#773664#306678,1,0.99
431440#1077051#3291,1,0.33
535737#86838#1018426,1,1.0
539291#703348#376994,1,0.31
19416#767443#312899,0,0.24
337600#641772#438570,0,0.26
145167#747523#332819,0,0.23
495572#442827#637478,1,0.99
479123#618968#461374,1,0.3
3150#975451#104891,0,0.01
551798#251071#831928,0,0.12
471538#1043482#36860,0,0.05
250876#268014#814997,0,0.02
40964#406613#673308,1,0.85
365743#790191#290151,1,1.0
454887#1043541#36801,1,0.93
396611#184471#903667,1,0.94
35639#555457#524885,1,0.24
274091#187312#900843,1,1.0
571456#282062#800989,0,0.04
530878#488198#592144,0,0.18
509804#872674#207668,0,0.07
437977#1063506#16836,0,0.05
298744#127881#959971,0,0.09
210736#801919#278423,1,1.0
457561#64642#1040364,0,0.01
82576#209298#873432,1,0.83
38474#1011719#68623,0,0.24
152599#219767#863022,0,0.76
482553#1050655#29687,0,0.08
219402#366030#713819,1,0.97
5237#1038663#41679,1,0.99
40640#109497#978301,1,0.2
606920#63768#1041233,1,1.0
116298#667161#413181,1,0.21
88057#645195#435147,0,0.04
310552#6048#1000526,0,0.02
310075#21953#884772,1,0.88
265698#449035#631323,0,0.22
105616#425776#654199,1,0.92
338849#263864#819125,1,0.75
617056#106833#980953,0,0.17
199249#421853#658133,0,0.04
60782#501591#578751,1,0.19
444431#737141#343201,0,0.23
253099#648395#431947,1,0.99
433374#966480#113862,1,0.99
545284#266272#816730,1,1.0
501222#954933#125409,1,0.98
404501#162029#926076,0,0.04
153575#830497#249845,1,0.41
567207#682334#398008,0,0.31
560002#1029636#50706,1,0.36
552041#359474#720387,1,1.0
513512#324185#758950,0,0.1
374269#827640#252702,0,0.13
200439#793827#286515,0,0.09
244484#328059#755087,0,0.2
463064#86929#1018337,0,0.03
254352#389804#690053,0,0.69
159093#926086#154256,0,0.11
116976#342395#738269,0,0.05
25145#419516#660478,1,0.79
290836#181410#906725,0,0.07
119120#262444#820540,0,0.02
130195#375190#704658,1,1.0
487763#702367#377975,0,0.37
590419#956514#123828,0,0.33
347380#450111#630261,1,0.99
613571#700312#380030,0,0.23
75256#108921#978877,1,0.41
479678#201613#886657,0,0.12
424875#1064017#16325,0,0.28
166851#1059996#20346,0,0.12
23532#723418#356924,1,0.98
34654#811237#269105,0,0.08
272185#326353#756784,1,1.0
461781#45730#1059102,1,1.0
59569#503351#576991,1,1.0
618336#194097#894155,0,0.24
152629#471537#608805,1,0.15
23698#1060106#20236,0,0.18
401389#997274#83068,1,0.95
63865#739259#341083,0,0.25
231593#190797#897442,0,0.14
538360#120299#967524,1,0.86
620793#1071296#9046,1,0.36
454801#709667#370675,0,0.25
39798#343632#737045,1,1.0
52889#35317#1069737,1,0.99
291443#795069#285273,1,1.0
302220#167050#921076,0,0.45
569074#695343#384999,1,0.99
198532#229130#853704,1,1.0
58202#388709#691150,0,0.2
228291#991289#89053,1,0.33
448012#963838#116504,1,1.0
30215#1018515#61827,1,1.0
29767#272314#810698,0,0.17
232258#1041579#38763,1,0.74
334031#769714#310628,1,0.99
498844#109751#978046,0,0.22
326123#407777#672142,0,0.09
415024#526249#554093,1,0.99
405757#600725#479617,0,0.57
114095#1075255#5087,1,1.0
380704#427966#652022,0,0.14
242245#123613#964211,0,0.27
533793#50710#1054182,0,0.14
548803#382077#697779,0,0.08
355453#964125#116217,1,1.0
158689#547155#533187,0,0.42
105443#587915#492427,1,0.91
319621#952528#127814,0,0.26
137718#1056203#24139,1,1.0
94821#114297#973522,0,0.04
634027#411516#668405,1,1.0
134775#961906#118436,0,0.46
147904#103170#984602,0,0.07
39990#206997#875672,1,0.94
52594#688086#392256,0,0.12
170#965269#115073,1,0.98
233249#338129#742507,0,0.1
347970#818987#261355,0,0.17
370866#515817#564525,0,0.33
44984#784724#295618,1,0.97
5549#1041509#38833,0,0.09
183300#395043#684867,1,1.0
525854#388677#691183,0,0.19
291295#1029949#50393,0,0.02
512837#137655#950452,0,0.87
96137#778539#301803,0,0.03
464239#169160#918973,0,0.16
503064#763721#316621,0,0.25
195440#202103#883139,0,0.81
519826#359140#720720,0,0.04
39976#1013344#66998,0,0.74
156547#759216#321126,1,0.99
601842#76839#1028238,0,0.14
128088#414789#665147,0,0.11
390702#54034#1050914,1,0.89
229804#731026#349316,0,0.24
157482#465045#615297,0,0.1
561785#901066#179276,1,0.98
247119#630753#449589,1,0.61
432620#296350#786752,1,1.0
23896#694479#385863,1,1.0
461490#589735#490607,1,0.99
279721#788949#291393,1,0.93
265087#333575#747002,0,0.06
53569#121575#966245,1,0.99
399637#230938#851895,0,0.38
208802#469930#610412,0,0.02
379328#503080#577262,0,0.07
242648#996101#84241,0,0.22
519290#904206#176136,0,0.19
355797#698834#381508,1,1.0
200978#331999#748567,1,0.99
16622#229919#852913,1,0.99
386214#100038#987741,0,0.9
388894#404488#675433,1,0.26
439116#744018#336324,1,1.0
257573#645269#435073,1,0.21
466621#174958#913150,1,1.0
299903#972339#108003,0,0.19
296537#183366#904772,1,0.93
633813#736820#343522,0,0.05
237597#681640#398702,1,1.0
268791#523433#556909,1,0.94
189320#351858#728928,0,0.34
357243#890986#189356,1,1.0
411038#185465#902680,1,0.1
135840#623550#456792,1,1.0
430029#1055048#25294,1,0.99
32575#904783#175559,0,0.18
178115#727225#353117,1,0.68
370385#1006300#74042,1,0.34
551874#796275#284067,1,0.99
253158#1004042#76300,1,0.62
268527#740594#339748,0,0.37
170019#45986#1058845,0,0.12
254279#185800#902347,0,0.14
399167#1050742#29600,1,0.95
43234#859973#220369,1,0.99
25814#85325#1019935,0,0.53
125018#642177#438165,0,0.22
626050#374163#705691,0,0.1
242824#821700#258642,0,0.12
71793#705374#374968,0,0.15
473052#985700#94642,1,0.15
230537#528977#551365,0,0.16
378522#956557#123785,1,0.4
464651#947347#132995,1,1.0
44806#877797#202545,1,0.92
2205#975677#104665,1,0.9
391324#146865#941228,1,0.99
153160#1071252#9090,1,0.98
86118#776464#303878,0,0.18
354819#828810#251532,0,0.29
396398#471799#608543,0,0.12
346469#66802#1038228,0,0.07
314402#15978#1075336,0,0.01
416302#592619#487723,1,0.62
232288#623583#456759,1,1.0
606422#508246#572096,0,0.15
301395#581271#499071,0,0.06
206767#260550#822431,0,0.14
95881#982284#98058,0,0.29
323297#1010447#69895,0,0.08
474749#934301#146041,1,1.0
512378#77845#1027243,1,1.0
254386#1004336#76006,1,0.96
370166#364849#715006,1,1.0
14556#1032228#48114,1,0.97
44233#536369#543973,0,0.06
463536#498559#581783,1,0.94
445365#57213#1047743,0,0.16
83774#337562#743056,1,0.99
416302#592706#487636,1,0.65
616729#1008952#71390,0,0.14
617768#397953#681947,0,0.05
500485#172784#915339,0,0.23
345410#871574#208768,1,0.84
458017#397501#682402,1,0.97
180769#24355#1004584,0,0.03
354022#868658#211684,0,0.12
20206#771334#309008,0,0.1
94498#768225#312117,0,0.04
589992#590035#490307,1,0.03
595065#542717#537625,0,0.12
305421#979827#100515,0,0.13
297955#279736#803311,0,0.09
194751#596384#483958,0,0.24
360851#841229#239113,1,0.22
5884#29807#1003679,0,0.1
354169#881627#198715,0,0.05
69654#10393#1011473,0,0.08
604334#463775#616567,1,1.0
504791#62985#1041999,0,0.38
119445#437743#642549,0,0.06
34832#810500#269842,0,0.88
66770#654008#426334,1,0.99
626594#67239#1037796,0,0.03
120455#514269#566073,1,1.0
459844#524141#556201,1,0.38
178598#607158#473184,1,0.42
449521#313273#769863,0,0.09
509402#553328#527014,0,0.14
569124#382451#697401,1,1.0
418241#954615#125727,0,0.08
62216#693320#387022,0,0.24
141514#522773#557569,1,0.99
116570#1019248#61094,1,0.3
554879#135984#952110,0,0.04
30110#458219#622124,0,0.12
524159#110778#977031,0,0.08
378342#210732#872013,1,1.0
515957#207022#875647,1,0.88
166892#1063879#16463,0,0.05
280729#331988#748578,1,0.99
195259#114912#972907,1,0.91
296606#497321#583021,0,0.15
360449#76229#1028844,0,0.09
332921#888044#192298,0,0.07
162608#48766#1056060,0,0.1
157255#389471#690379,1,0.99
456751#70422#1034629,1,0.99
408449#757026#323316,0,0.06
215403#587902#492440,0,0.17
288681#1067503#12839,1,0.94
552495#478226#602116,0,0.18
323961#256720#826260,1,0.98
210810#253422#829579,1,0.99
280008#443595#636722,0,0.0
193815#608554#471788,1,0.99
21836#776787#303555,0,0.07
263096#614457#465885,1,0.96
22383#450688#629682,0,0.19
86133#369855#709999,0,0.17
532149#838343#241999,1,0.99
411305#422548#657440,0,0.15
